CYP	Drug Identifier	Isoform	CYP-Isoform
3A7	risperidone	2	3A7-2
2D6	sertindole	1	2D6-1
2D6	sertindole	2	2D6-2
3A4	sertindole	1	3A4-1
2D6	sparteine	1	2D6-1
2D6	sparteine	2	2D6-2
2D6	tamsulosin	1	2D6-1
2D6	tamsulosin	2	2D6-2
3A4	tamsulosin	1	3A4-1
2D6	tegaserod	1	2D6-1
2D6	tegaserod	2	2D6-2
2D6	tetrabenazine	1	2D6-1
2D6	tetrabenazine	2	2D6-2
2D6	thebacon	1	2D6-1
2D6	thebacon	2	2D6-2
2D6	tiotropium bromide	1	2D6-1
2D6	tiotropium bromide	2	2D6-2
3A4	tiotropium bromide	1	3A4-1
2D6	trazodone	1	2D6-1
2D6	trazodone	2	2D6-2
3A4	trazodone	1	3A4-1
3A5	trazodone	1	3A5-1
3A5	trazodone	2	3A5-2
3A7	trazodone	1	3A7-1
3A7	trazodone	2	3A7-2
2D6	trifluperidol	1	2D6-1
2D6	trifluperidol	2	2D6-2
2D6	vernakalant	1	2D6-1
2D6	vernakalant	2	2D6-2
2D6	vinblastine	1	2D6-1
2D6	vinblastine	2	2D6-2
3A4	vinblastine	1	3A4-1
3A5	vinblastine	1	3A5-1
3A5	vinblastine	2	3A5-2
2D6	vinorelbine	1	2D6-1
2D6	vinorelbine	2	2D6-2
3A4	vinorelbine	1	3A4-1
2D6	yohimbin	1	2D6-1
2D6	yohimbin	2	2D6-2
3A4	yohimbin	1	3A4-1
2D6	zuclopenthixol	1	2D6-1
2D6	zuclopenthixol	2	2D6-2
2E1	acetic acid	1	2E1-1
2E1	ademetionin	1	2E1-1
2E1	cisplatin	1	2E1-1
2E1	enflurane	1	2E1-1
2E1	ethosuximide	1	2E1-1
3A4	ethosuximide	1	3A4-1
3A5	ethosuximide	1	3A5-1
3A5	ethosuximide	2	3A5-2
3A7	ethosuximide	1	3A7-1
3A7	ethosuximide	2	3A7-2
2E1	felbamate	1	2E1-1
3A4	felbamate	1	3A4-1
2E1	folic acid	1	2E1-1
2E1	furosemide	1	2E1-1
2E1	isoniazid	1	2E1-1
2E1	levocarnitine	1	2E1-1
2E1	mitoxantrone	1	2E1-1
2E1	monoethanolamine oleate	1	2E1-1
2E1	nilvadipine	1	2E1-1
2E1	phenol	1	2E1-1
2E1	thiram	1	2E1-1
3A4	ebastine	1	3A4-1
3A4	ergocalciferol	1	3A4-1
3A4	alfentanil	1	3A4-1
3A5	alfentanil	1	3A5-1
3A5	alfentanil	2	3A5-2
3A7	alfentanil	1	3A7-1
3A7	alfentanil	2	3A7-2
3A4	alfuzosin	1	3A4-1
3A4	allylestrenol	1	3A4-1
3A4	alprazolam	1	3A4-1
3A5	alprazolam	1	3A5-1
3A5	alprazolam	2	3A5-2
3A7	alprazolam	1	3A7-1
3A7	alprazolam	2	3A7-2
3A4	ambroxol	1	3A4-1
3A4	amlodipine	1	3A4-1
3A5	amlodipine	1	3A5-1
3A5	amlodipine	2	3A5-2
3A7	amlodipine	1	3A7-1
3A7	amlodipine	2	3A7-2
3A4	argatroban	1	3A4-1
3A5	argatroban	1	3A5-1
3A5	argatroban	2	3A5-2
3A4	atazanavir	1	3A4-1
3A5	atazanavir	1	3A5-1
3A5	atazanavir	2	3A5-2
3A7	atazanavir	1	3A7-1
3A7	atazanavir	2	3A7-2
3A4	atenolol	1	3A4-1
3A4	atorvastatin	1	3A4-1
3A5	atorvastatin	1	3A5-1
3A5	atorvastatin	2	3A5-2
3A7	atorvastatin	1	3A7-1
3A7	atorvastatin	2	3A7-2
3A4	azithromycin	1	3A4-1
3A4	aztreonam	1	3A4-1
3A5	aztreonam	1	3A5-1
3A5	aztreonam	2	3A5-2
3A7	aztreonam	1	3A7-1
3A7	aztreonam	2	3A7-2
3A4	barnidipine	1	3A4-1
3A4	benzphetamine	1	3A4-1
3A4	bezafibrate	1	3A4-1
3A4	bicalutamide	1	3A4-1
3A4	brinzolamide	1	3A4-1
3A4	bromocriptine	1	3A4-1
3A4	bromperidol	1	3A4-1
3A4	brotizolam	1	3A4-1
3A4	budesonid	1	3A4-1
3A4	busulfan	1	3A4-1
3A4	cetirizine	1	3A4-1
3A4	chlorprothixene	1	3A4-1
3A4	ciclesonide	1	3A4-1
3A4	ciclosporin	1	3A4-1
3A5	ciclosporin	1	3A5-1
3A5	ciclosporin	2	3A5-2
3A7	ciclosporin	1	3A7-1
3A7	ciclosporin	2	3A7-2
3A4	cilnidipine	1	3A4-1
3A4	ciprofibrate	1	3A4-1
3A4	clindamycin	1	3A4-1
3A4	clofazimine	1	3A4-1
3A4	clofibrate	1	3A4-1
3A4	clonazepam	1	3A4-1
3A4	clorazepate	1	3A4-1
3A4	colchicine	1	3A4-1
3A4	cortisone	1	3A4-1
3A5	cortisone	1	3A5-1
3A5	cortisone	2	3A5-2
3A7	cortisone	1	3A7-1
3A7	cortisone	2	3A7-2
3A4	cytarabine	1	3A4-1
3A4	dantrolene	1	3A4-1
3A4	dexamethason	1	3A4-1
3A5	dexamethason	1	3A5-1
3A5	dexamethason	2	3A5-2
3A7	dexamethason	1	3A7-1
3A7	dexamethason	2	3A7-2
3A4	dextropropoxyphene	1	3A4-1
3A4	digitoxin	1	3A4-1
3A4	digoxin	1	3A4-1
3A4	dihydroergotamine	1	3A4-1
3A4	dihydrostreptomycin	1	3A4-1
3A4	diphenhydramine methylbromide	1	3A4-1
3A4	dirithromycin	1	3A4-1
3A4	disopyramide	1	3A4-1
3A4	dofetilide	1	3A4-1
3A4	doxycycline	1	3A4-1
3A4	drospirenone	1	3A4-1
3A4	dutasteride	1	3A4-1
3A5	dutasteride	1	3A5-1
3A5	dutasteride	2	3A5-2
3A4	enalapril	1	3A4-1
3A4	eplerenone	1	3A4-1
3A5	eplerenone	1	3A5-1
3A5	eplerenone	2	3A5-2
3A7	eplerenone	1	3A7-1
3A7	eplerenone	2	3A7-2
3A4	ergoloid-mesylates	1	3A4-1
3A4	estazolam	1	3A4-1
3A4	estramustine	1	3A4-1
3A4	etonogestrel	1	3A4-1
3A4	etoperidone	1	3A4-1
3A4	etoricoxib	1	3A4-1
3A4	everolimus	1	3A4-1
3A4	exemestane	1	3A4-1
3A4	famciclovir	1	3A4-1
3A4	felodipine	1	3A4-1
3A5	felodipine	1	3A5-1
3A5	felodipine	2	3A5-2
3A7	felodipine	1	3A7-1
3A7	felodipine	2	3A7-2
3A4	fenofibrate	1	3A4-1
3A4	fentanyl	1	3A4-1
3A5	fentanyl	1	3A5-1
3A5	fentanyl	2	3A5-2
3A7	fentanyl	1	3A7-1
3A7	fentanyl	2	3A7-2
3A4	fexofenadine	1	3A4-1
3A4	finasteride	1	3A4-1
3A5	finasteride	1	3A5-1
3A5	finasteride	2	3A5-2
3A7	finasteride	1	3A7-1
3A7	finasteride	2	3A7-2
3A4	flosequinan	1	3A4-1
3A4	flurazepam	1	3A4-1
3A4	fluticasone	1	3A4-1
3A4	fulvestrant	1	3A4-1
3A4	gallopamil	1	3A4-1
3A4	gemfibrozil	1	3A4-1
3A4	glycyrrhizic acid	1	3A4-1
3A5	glycyrrhizic acid	1	3A5-1
3A5	glycyrrhizic acid	2	3A5-2
3A7	glycyrrhizic acid	1	3A7-1
3A7	glycyrrhizic acid	2	3A7-2
3A4	hydrocortisone aceponate	1	3A4-1
3A4	hydroquinone	1	3A4-1
3A4	iodoquinol-hydrocortisone	1	3A4-1
3A4	isosorbide dinitrate	1	3A4-1
3A4	isosorbide mononitrate	1	3A4-1
3A4	isotretinoin	1	3A4-1
3A4	isradipine	1	3A4-1
3A4	itraconazole	1	3A4-1
3A4	ivabradine	1	3A4-1
3A4	ivermectin	1	3A4-1
3A4	ketoconazole	1	3A4-1
3A5	ketoconazole	1	3A5-1
3A5	ketoconazole	2	3A5-2
3A4	lacidipine	1	3A4-1
3A4	lercanidipine	1	3A4-1
3A5	lercanidipine	1	3A5-1
3A5	lercanidipine	2	3A5-2
3A7	lercanidipine	1	3A7-1
3A7	lercanidipine	2	3A7-2
3A4	levonorgestrel	1	3A4-1
3A4	linopirdine	1	3A4-1
3A5	linopirdine	1	3A5-1
3A5	linopirdine	2	3A5-2
3A7	linopirdine	1	3A7-1
3A7	linopirdine	2	3A7-2
3A4	lopinavir	1	3A4-1
3A4	lovastatin	1	3A4-1
3A5	lovastatin	1	3A5-1
3A5	lovastatin	2	3A5-2
3A7	lovastatin	1	3A7-1
3A7	lovastatin	2	3A7-2
3A4	mebendazole	1	3A4-1
3A4	medrogestone	1	3A4-1
3A4	medroxyprogesterone	1	3A4-1
3A4	mefloquine	1	3A4-1
3A4	mepacrine	1	3A4-1
3A5	mepacrine	1	3A5-1
3A5	mepacrine	2	3A5-2
3A4	metandienone	1	3A4-1
3A4	methaqualone	1	3A4-1
3A4	methylergometrine	1	3A4-1
3A4	methylprednisolone	1	3A4-1
3A4	mibefradil	1	3A4-1
3A4	miconazole	1	3A4-1
3A4	mifepristone	1	3A4-1
3A5	mifepristone	1	3A5-1
3A5	mifepristone	2	3A5-2
3A4	miocamycin	1	3A4-1
3A4	modafinil	1	3A4-1
3A4	nefazodone	1	3A4-1
3A4	nimodipine	1	3A4-1
3A5	nimodipine	1	3A5-1
3A5	nimodipine	2	3A5-2
3A4	nisoldipine	1	3A4-1
3A5	nisoldipine	1	3A5-1
3A5	nisoldipine	2	3A5-2
3A7	nisoldipine	1	3A7-1
3A7	nisoldipine	2	3A7-2
3A4	nitrazepam	1	3A4-1
3A4	nitrendipine	1	3A4-1
3A5	nitrendipine	1	3A5-1
3A5	nitrendipine	2	3A5-2
3A7	nitrendipine	1	3A7-1
3A7	nitrendipine	2	3A7-2
3A4	norethisterone	1	3A4-1
3A5	norethisterone	1	3A5-1
3A5	norethisterone	2	3A5-2
3A7	norethisterone	1	3A7-1
3A7	norethisterone	2	3A7-2
3A4	olopatadine	1	3A4-1
3A4	ornidazole	1	3A4-1
3A5	ornidazole	1	3A5-1
3A5	ornidazole	2	3A5-2
3A7	ornidazole	1	3A7-1
3A7	ornidazole	2	3A7-2
3A4	orphenadrine (chloride)	1	3A4-1
3A4	orphenadrine (citrate)	1	3A4-1
3A4	oxazepam	1	3A4-1
3A5	oxazepam	1	3A5-1
3A5	oxazepam	2	3A5-2
3A7	oxazepam	1	3A7-1
3A7	oxazepam	2	3A7-2
3A4	oxybutynin	1	3A4-1
3A5	oxybutynin	1	3A5-1
3A5	oxybutynin	2	3A5-2
3A4	parecoxib	1	3A4-1
3A4	pergolide	1	3A4-1
3A4	phenoxybenzamine	1	3A4-1
3A4	pinacidil	1	3A4-1
3A4	prazepam	1	3A4-1
3A4	prednisolon	1	3A4-1
3A5	prednisolon	1	3A5-1
3A5	prednisolon	2	3A5-2
3A4	prednisone	1	3A4-1
3A4	raloxifene	1	3A4-1
3A4	reboxetine	1	3A4-1
3A4	rokitamycin	1	3A4-1
3A4	roquinimex	1	3A4-1
3A4	roxithromycin	1	3A4-1
3A4	rupatadine	1	3A4-1
3A4	salbutamol	1	3A4-1
3A4	salmeterol	1	3A4-1
3A5	salmeterol	1	3A5-1
3A5	salmeterol	2	3A5-2
3A7	salmeterol	1	3A7-1
3A7	salmeterol	2	3A7-2
3A4	saxagliptin	1	3A4-1
3A4	sibutramine	1	3A4-1
3A4	sirolimus	1	3A4-1
3A5	sirolimus	1	3A5-1
3A5	sirolimus	2	3A5-2
3A7	sirolimus	1	3A7-1
3A7	sirolimus	2	3A7-2
3A4	sodium edetate	1	3A4-1
3A4	solifenacin	1	3A4-1
3A4	spiramycin	1	3A4-1
3A4	sufentanil	1	3A4-1
3A4	tacrolimus	1	3A4-1
3A5	tacrolimus	1	3A5-1
3A5	tacrolimus	2	3A5-2
3A7	tacrolimus	1	3A7-1
3A7	tacrolimus	2	3A7-2
3A4	tadalafil	1	3A4-1
3A4	talinolol	1	3A4-1
3A4	tasosartan	1	3A4-1
3A4	tetracyclin	1	3A4-1
3A4	thiotepa	1	3A4-1
3A4	tiagabine	1	3A4-1
3A4	ticlopidine	1	3A4-1
3A4	tinidazole	1	3A4-1
3A4	tirilazad	1	3A4-1
3A4	tocopherol (vit e)	1	3A4-1
3A4	triazolam	1	3A4-1
3A5	triazolam	1	3A5-1
3A5	triazolam	2	3A5-2
3A7	triazolam	1	3A7-1
3A7	triazolam	2	3A7-2
3A4	troleandomycin	1	3A4-1
3A4	vardenafil	1	3A4-1
3A5	vardenafil	1	3A5-1
3A5	vardenafil	2	3A5-2
3A4	vincristine	1	3A4-1
3A5	vincristine	1	3A5-1
3A5	vincristine	2	3A5-2
3A7	vincristine	1	3A7-1
3A7	vincristine	2	3A7-2
3A4	vindesine	1	3A4-1
3A4	zaleplon	1	3A4-1
3A5	zaleplon	1	3A5-1
3A5	zaleplon	2	3A5-2
3A7	zaleplon	1	3A7-1
3A7	zaleplon	2	3A7-2
3A4	zomepirac	1	3A4-1
3A5	sulfasalazin	1	3A5-1
3A5	sulfasalazin	2	3A5-2
3A7	clotiapine	1	3A7-1
3A7	clotiapine	2	3A7-2
3A7	estriol	1	3A7-1
3A7	estriol	2	3A7-2
